,Latitude,Longitude
0,29.456560000000025,-94.64163999999994
1,39.95804000000004,-112.05832999999996
2,34.05349000000007,-118.24531999999999
3,31.46273304600004,-99.33305008999997
4,30.215250000000026,-97.68762999999996
5,24.80773000000005,-107.39445999999998
6,43.646870000000035,-79.40573999999998
7,39.96199000000007,-83.00274999999993
8,32.77815000000004,-96.79539999999997
9,34.28082000000006,-119.29231999999996
10,39.74001000000004,-104.99201999999997
11,39.39870315600007,-99.41461918999994
12,35.61215000000004,-77.38075999999995
13,32.50983000000008,-92.11878999999999
14,36.17193000000003,-115.14000999999996
15,29.42458000000005,-98.49460999999997
16,40.438510000000065,-79.99733999999995
17,38.890370000000075,-77.03195999999997
18,35.84300269700003,-86.34305117699995
19,39.91980696400003,-86.28179348799995
20,28.56604489500006,-81.68864878999995
21,39.39870315600007,-99.41461918999994
22,41.884250000000065,-87.63244999999995
23,36.17193000000003,-115.14000999999996
24,34.05349000000007,-118.24531999999999
25,36.37410569300005,-119.27022999999997
26,42.05702000000008,-87.68644999999998
27,32.34507000000008,-90.14816999999994
28,39.46147000000008,-80.17063999999993
29,40.939320000000066,-123.63120999999995
30,36.75528000000003,-76.05961999999994
31,33.023000000000025,-96.51487999999995
32,39.39870315600007,-99.41461918999994
33,35.15673000000004,-98.44251999999994
34,41.48545000000007,-75.85691999999995
35,35.691680000000076,-105.93795999999998
36,34.05349000000007,-118.24531999999999
37,34.08518000000004,-117.96028999999999
38,40.438510000000065,-79.99733999999995
39,38.890370000000075,-77.03195999999997
40,39.39870315600007,-99.41461918999994
41,33.98171000000008,-117.37403999999998
42,36.70887000000005,-119.55642999999998
43,41.57350273000003,-72.73830590799997
44,35.53934433500007,-79.18541791299998
45,34.05349000000007,-118.24531999999999
46,36.67088000000007,-121.65481999999997
47,34.23294000000004,-102.41019999999997
48,47.60357000000005,-122.32944999999995
49,41.511690000000044,-72.89910999999995
50,39.39870315600007,-99.41461918999994
51,38.579440000000034,-121.49084999999997
52,37.777120000000025,-122.41963999999996
53,39.73200000000003,-121.84197999999998
54,47.60357000000005,-122.32944999999995
55,44.12519983400006,-84.19669749999997
56,39.00105121846169,-74.80479335975687
57,45.511790000000076,-122.67562999999996
58,37.54070000000007,-77.43364999999994
59,42.426600000000064,-71.07351999999997
60,34.05349000000007,-118.24531999999999
61,33.80668000000003,-117.98450999999994
62,33.44825000000003,-112.07579999999996
63,41.884250000000065,-87.63244999999995
64,29.76058000000006,-95.36967999999996
65,46.787960000000055,-92.09984999999995
66,39.36287000000004,-74.42636999999996
67,44.64483336700005,-89.73918542399997
68,40.41305679900006,-82.71121518599995
69,41.16319757500003,-73.75606288499995
70,36.17193000000003,-115.14000999999996
71,41.884250000000065,-87.63244999999995
72,42.803360000000055,-82.75074999999998
73,46.34885576600004,-94.20079058299996
74,40.233700000000056,-111.66888999999998
75,29.76058000000006,-95.36967999999996
76,33.66757000000007,-117.32785999999999
77,36.37410569300005,-119.27022999999997
78,39.39870315600007,-99.41461918999994
79,45.511790000000076,-122.67562999999996
80,33.76672000000008,-118.19239999999996
81,47.60357000000005,-122.32944999999995
82,34.05349000000007,-118.24531999999999
83,39.39870315600007,-99.41461918999994
84,40.664190000000076,-73.70850999999993
85,34.05349000000007,-118.24531999999999
86,31.46273304600004,-99.33305008999997
87,36.37410569300005,-119.27022999999997
88,38.514698750937946,-122.97428291084712
89,29.76058000000006,-95.36967999999996
90,39.103440000000035,-94.58310999999998
91,38.52206000000007,-77.29084999999998
92,32.77815000000004,-96.79539999999997
93,42.90014000000008,-78.49122999999997
94,34.23294000000004,-102.41019999999997
95,45.511790000000076,-122.67562999999996
96,34.05349000000007,-118.24531999999999
97,38.514698750937946,-122.97428291084712
98,31.46273304600004,-99.33305008999997
99,45.511790000000076,-122.67562999999996
100,31.46273304600004,-99.33305008999997
101,28.017310000000066,-82.12538999999998
102,30.620540000000062,-96.32589999999999
103,34.15844000000004,-89.63094999999998
104,34.23294000000004,-102.41019999999997
105,36.37410569300005,-119.27022999999997
106,42.60561000000007,-83.92536999999999
107,45.511790000000076,-122.67562999999996
108,40.07116000000008,-80.74567999999994
109,36.93602000000004,-82.62313999999998
110,29.42458000000005,-98.49460999999997
111,29.953700000000026,-90.07774999999998
112,36.37410569300005,-119.27022999999997
113,38.62775000000005,-90.19955999999996
114,33.74831000000006,-84.39110999999997
115,25.670930000000055,-100.30998999999997
116,32.77815000000004,-96.79539999999997
117,40.25986000000006,-76.88222999999994
118,36.37410569300005,-119.27022999999997
119,30.509040000000027,-97.67721999999998
120,35.948840000000075,-77.79498999999998
121,40.69787000000008,-80.01198999999997
122,39.39870315600007,-99.41461918999994
123,37.33865000000003,-121.88541999999995
124,28.56604489500006,-81.68864878999995
125,34.05349000000007,-118.24531999999999
126,28.381760000000043,-81.50649999999996
127,35.08423000000005,-106.64904999999999
128,28.56604489500006,-81.68864878999995
129,30.324160000000063,-81.39606999999995
130,39.39870315600007,-99.41461918999994
131,44.12519983400006,-84.19669749999997
132,34.05349000000007,-118.24531999999999
133,38.904771192000055,-77.01632174599996
134,39.290580000000034,-76.60925999999995
135,34.05349000000007,-118.24531999999999
136,36.37410569300005,-119.27022999999997
137,37.51282050400005,-78.69794871299996
138,38.890370000000075,-77.03195999999997
139,39.39870315600007,-99.41461918999994
140,32.77815000000004,-96.79539999999997
141,45.60218000000003,-73.55959999999999
142,37.51282050400005,-78.69794871299996
143,33.15845000000007,-86.23857999999996
144,33.98171000000008,-117.37403999999998
145,39.47144000000003,-76.23330999999996
146,41.91606000000007,-83.39789999999994
147,32.640900000000045,-117.08427999999998
148,33.75347000000005,-79.44699999999995
149,39.830250000000035,-77.23111999999998
150,34.05349000000007,-118.24531999999999
151,33.678890000000024,-118.00156999999996
152,31.46273304600004,-99.33305008999997
153,38.81819928400006,-76.15872999999993
154,41.884250000000065,-87.63244999999995
155,29.42458000000005,-98.49460999999997
156,28.538230000000055,-81.37738999999993
157,29.953700000000026,-90.07774999999998
158,44.97902000000005,-93.26493999999997
159,31.46273304600004,-99.33305008999997
160,43.648690000000045,-79.38543999999996
161,45.42178000000007,-75.69115999999997
162,36.37410569300005,-119.27022999999997
163,34.42132653400006,-106.10840384499994
164,43.748500000000035,-84.88844999999998
165,40.11404657000003,-89.15865090199998
166,45.51240000000007,-73.55468999999994
167,45.41975000000008,-122.66757999999999
168,34.29301645100003,-111.66475398799997
169,35.87946000000005,-78.78709999999995
170,36.37410569300005,-119.27022999999997
171,30.24324740000003,-85.65110569999996
172,40.71455000000003,-74.00713999999994
173,39.162000000000035,-84.45688999999999
174,40.71455000000003,-74.00713999999994
175,29.76058000000006,-95.36967999999996
176,34.02161000000007,-118.39620999999994
177,49.260380000000055,-123.11335999999994
178,38.514698750937946,-122.97428291084712
179,25.933230000000037,-80.16221999999993
180,44.12519983400006,-84.19669749999997
181,45.63221000000004,-122.67155999999994
182,31.57182000000006,-97.14949999999999
183,48.20189000000005,-114.31499999999994
184,32.750950000000046,-97.33085999999997
185,41.78454000000005,-87.80383999999998
186,39.95222000000007,-75.16217999999998
187,32.72397779900007,-89.65717580799998
188,45.511790000000076,-122.67562999999996
189,33.98171000000008,-117.37403999999998
190,34.146330000000034,-118.24863999999997
191,33.99320000000006,-96.38601999999997
192,34.74870000000004,-92.27484999999996
193,36.16784000000007,-86.77815999999996
194,45.02842000000004,-74.73568999999998
195,31.46273304600004,-99.33305008999997
196,40.71455000000003,-74.00713999999994
197,43.86506000000003,-74.45432999999997
198,40.71455000000003,-74.00713999999994
199,34.09069000000005,-118.37052999999997
200,47.6120988214813,-122.54840744176
201,34.194570000000056,-90.56491999999997
202,40.69787000000008,-80.01198999999997
203,34.05349000000007,-118.24531999999999
204,27.95040000000006,-82.50359999999995
205,32.77815000000004,-96.79539999999997
206,40.41305679900006,-82.71121518599995
207,37.777120000000025,-122.41963999999996
208,36.37410569300005,-119.27022999999997
209,46.34885576600004,-94.20079058299996
210,40.71455000000003,-74.00713999999994
211,45.02842000000004,-74.73568999999998
212,33.74831000000006,-84.39110999999997
213,35.48302000000007,-86.45998999999995
214,44.47593000000006,-73.21276999999998
215,39.39870315600007,-99.41461918999994
216,48.595210000000066,-123.41689999999994
217,35.15673000000004,-98.44251999999994
218,29.42458000000005,-98.49460999999997
219,36.37410569300005,-119.27022999999997
220,34.05349000000007,-118.24531999999999
221,35.654900000000055,-97.47812999999996
222,38.84179000000006,-77.30886999999996
223,34.29301645100003,-111.66475398799997
224,42.703940000000046,-78.57472999999999
225,41.884250000000065,-87.63244999999995
226,36.37410569300005,-119.27022999999997
227,45.44933000000003,-73.85610999999994
228,39.39870315600007,-99.41461918999994
229,29.839681248249523,-96.32424074924978
230,34.05349000000007,-118.24531999999999
231,37.695010000000025,-97.13515999999998
232,35.61215000000004,-77.38075999999995
233,36.41999000000004,-97.87357999999995
234,33.74831000000006,-84.39110999999997
235,27.95040000000006,-82.50359999999995
236,29.787720000000036,-95.82332999999994
237,37.44914000000006,-76.29271999999997
238,30.18584616700008,-91.42641999999995
239,36.17193000000003,-115.14000999999996
240,36.37410569300005,-119.27022999999997
241,39.44847000000004,-76.41840999999994
242,36.37410569300005,-119.27022999999997
243,33.83705000000003,-118.34311999999994
244,33.97542000000004,-118.03406999999999
245,36.37410569300005,-119.27022999999997
246,41.234950000000026,-73.21966999999995
247,36.16784000000007,-86.77815999999996
248,40.71455000000003,-74.00713999999994
249,38.81819928400006,-76.15872999999993
250,37.550910000000044,-121.98216999999994
251,26.27249000000006,-80.25388999999996
252,34.05349000000007,-118.24531999999999
253,36.37410569300005,-119.27022999999997
